year,biasmo1,hate_crimes,merge_year,YEAR,Population,hate_crimes_per_100000
2015,83,1,2010,2010,309349689,3.2325877010983516e-4
2015,84,5,2010,2010,309349689,0.0016162938505491758
2015,85,6,2010,2010,309349689,0.001939552620659011
2016,11,746,2010,2010,309349689,0.241151042501937
2016,12,1789,2010,2010,309349689,0.5783099397264951
2016,13,158,2010,2010,309349689,0.05107488567735395
2016,14,114,2010,2010,309349689,0.036851499792521204
2016,15,142,2010,2010,309349689,0.045902745355596596
2016,16,9,2010,2010,309349689,0.0029093289309885164
2016,21,695,2010,2010,309349689,0.22466484522633542
2016,22,62,2010,2010,309349689,0.02004204374680978
2016,23,16,2010,2010,309349689,0.0051721403217573625
2016,24,308,2010,2010,309349689,0.09956370119382922
2016,25,79,2010,2010,309349689,0.025537442838676976
2016,26,34,2010,2010,309349689,0.010990798183734395
2016,27,5,2010,2010,309349689,0.0016162938505491758
2016,28,7,2010,2010,309349689,0.002262811390768846
2016,29,2,2010,2010,309349689,6.465175402196703e-4
2016,31,56,2010,2010,309349689,0.01810249112615077
2016,32,351,2010,2010,309349689,0.11346382830855213
2016,33,228,2010,2010,309349689,0.07370299958504241
2016,41,699,2010,2010,309349689,0.22595788030677477
2016,42,131,2010,2010,309349689,0.042346898884388404
2016,43,248,2010,2010,309349689,0.08016817498723912
2016,44,20,2010,2010,309349689,0.006465175402196703
2016,45,23,2010,2010,309349689,0.007434951712526209
2016,51,42,2010,2010,309349689,0.013576868344613077
2016,52,59,2010,2010,309349689,0.019072267436480272
2016,61,7,2010,2010,309349689,0.002262811390768846
2016,62,22,2010,2010,309349689,0.007111692942416373
2016,71,106,2010,2010,309349689,0.03426542963164253
2016,72,20,2010,2010,309349689,0.006465175402196703
2016,81,32,2010,2010,309349689,0.010344280643514725
2016,82,36,2010,2010,309349689,0.011637315723954066
2016,83,1,2010,2010,309349689,3.2325877010983516e-4
2016,84,11,2010,2010,309349689,0.0035558464712081867
2016,85,10,2010,2010,309349689,0.0032325877010983516
2017,11,710,2010,2010,309349689,0.22951372677798293
2017,12,2061,2010,2010,309349689,0.6662363251963702
2017,13,244,2010,2010,309349689,0.07887513990679977
2017,14,131,2010,2010,309349689,0.042346898884388404
2017,15,190,2010,2010,309349689,0.06141916632086868
2017,16,14,2010,2010,309349689,0.004525622781537692
2017,21,977,2010,2010,309349689,0.31582381839730894
2017,22,70,2010,2010,309349689,0.02262811390768846
2017,23,42,2010,2010,309349689,0.013576868344613077
2017,24,284,2010,2010,309349689,0.09180549071119319
2017,25,85,2010,2010,309349689,0.027476995459335986
2017,26,51,2010,2010,309349689,0.016486197275601595
2017,27,6,2010,2010,309349689,0.001939552620659011
2017,28,12,2010,2010,309349689,0.003879105241318022
2017,29,7,2010,2010,309349689,0.002262811390768846
2017,31,105,2010,2010,309349689,0.03394217086153269
2017,32,442,2010,2010,309349689,0.14288037638854711
2017,33,278,2010,2010,309349689,0.08986593809053417
2017,41,685,2010,2010,309349689,0.2214322575252371
2017,42,133,2010,2010,309349689,0.04299341642460808
2017,43,287,2010,2010,309349689,0.0927752670215227
2017,44,33,2010,2010,309349689,0.01066753941362456
2017,45,24,2010,2010,309349689,0.007758210482636044
2017,51,66,2010,2010,309349689,0.02133507882724912
2017,52,89,2010,2010,309349689,0.028770030539775327
2017,61,25,2010,2010,309349689,0.008081469252745879
2017,62,47,2010,2010,309349689,0.015193162195162252
2017,71,117,2010,2010,309349689,0.03782127610285071
2017,72,13,2010,2010,309349689,0.004202364011427857
2017,81,22,2010,2010,309349689,0.007111692942416373
2017,82,24,2010,2010,309349689,0.007758210482636044
2017,83,15,2010,2010,309349689,0.004848881551647527
2017,84,10,2010,2010,309349689,0.0032325877010983516
2017,85,18,2010,2010,309349689,0.005818657861977033
2018,11,806,2010,2010,309349689,0.2605465687085271
2018,12,1954,2010,2010,309349689,0.6316476367946179
2018,13,191,2010,2010,309349689,0.06174242509097851
2018,14,150,2010,2010,309349689,0.04848881551647527
2018,15,136,2010,2010,309349689,0.04396319273493758
2018,16,14,2010,2010,309349689,0.004525622781537692
2018,21,872,2010,2010,309349689,0.2818816475357762
2018,22,52,2010,2010,309349689,0.016809456045711428
2018,23,34,2010,2010,309349689,0.010990798183734395
2018,24,193,2010,2010,309349689,0.06238894263119819
2018,25,91,2010,2010,309349689,0.029416548079995
2018,26,53,2010,2010,309349689,0.017132714815821265
2018,27,3,2010,2010,309349689,9.697763103295055e-4
2018,28,8,2010,2010,309349689,0.0025860701608786812
2018,29,10,2010,2010,309349689,0.0032325877010983516
2018,31,84,2010,2010,309349689,0.027153736689226153
2018,32,500,2010,2010,309349689,0.16162938505491758
2018,33,271,2010,2010,309349689,0.08760312669976533
2018,41,753,2010,2010,309349689,0.2434138538927059
2018,42,133,2010,2010,309349689,0.04299341642460808
2018,43,310,2010,2010,309349689,0.1002102187340489
2018,44,19,2010,2010,309349689,0.006141916632086868
2018,45,20,2010,2010,309349689,0.006465175402196703
2018,51,61,2010,2010,309349689,0.019718784976699943
2018,52,105,2010,2010,309349689,0.03394217086153269
2018,61,25,2010,2010,309349689,0.008081469252745879
2018,62,38,2010,2010,309349689,0.012283833264173736
2018,71,147,2010,2010,309349689,0.047519039206145766
2018,72,27,2010,2010,309349689,0.00872798679296555
2018,81,32,2010,2010,309349689,0.010344280643514725
2018,82,52,2010,2010,309349689,0.016809456045711428
2018,83,9,2010,2010,309349689,0.0029093289309885164
2018,84,14,2010,2010,309349689,0.004525622781537692
2018,85,47,2010,2010,309349689,0.015193162195162252
2018,99,1,2010,2010,309349689,3.2325877010983516e-4
2019,11,727,2010,2010,309349689,0.23500912586985015
2019,12,2168,2010,2010,309349689,0.7008250135981227
2019,13,132,2010,2010,309349689,0.04267015765449824
2019,14,188,2010,2010,309349689,0.06077264878064901
2019,15,143,2010,2010,309349689,0.046226004125706426
2019,16,28,2010,2010,309349689,0.009051245563075384
2019,21,1102,2010,2010,309349689,0.3562311646610383
2019,22,72,2010,2010,309349689,0.02327463144790813
2019,23,27,2010,2010,309349689,0.00872798679296555
2019,24,193,2010,2010,309349689,0.06238894263119819
2019,25,91,2010,2010,309349689,0.029416548079995
2019,26,45,2010,2010,309349689,0.014546644654942582
2019,27,7,2010,2010,309349689,0.002262811390768846
2019,28,13,2010,2010,309349689,0.004202364011427857
2019,29,7,2010,2010,309349689,0.002262811390768846
2019,31,119,2010,2010,309349689,0.03846779364307038
2019,32,570,2010,2010,309349689,0.18425749896260604
2019,33,373,2010,2010,309349689,0.1205755212509685
2019,41,819,2010,2010,309349689,0.264748932719955
2019,42,130,2010,2010,309349689,0.04202364011427857
2019,43,325,2010,2010,309349689,0.10505910028569643
2019,44,21,2010,2010,309349689,0.006788434172306538
2019,45,30,2010,2010,309349689,0.009697763103295055
2019,51,56,2010,2010,309349689,0.01810249112615077
2019,52,116,2010,2010,309349689,0.03749801733274088
2019,61,24,2010,2010,309349689,0.007758210482636044
2019,62,68,2010,2010,309349689,0.02198159636746879
2019,71,168,2010,2010,309349689,0.054307473378452306
2019,72,69,2010,2010,309349689,0.022304855137578627
2019,81,48,2010,2010,309349689,0.015516420965272087
2019,82,62,2010,2010,309349689,0.02004204374680978
2019,83,7,2010,2010,309349689,0.002262811390768846
2019,84,10,2010,2010,309349689,0.0032325877010983516
2019,85,70,2010,2010,309349689,0.02262811390768846
