state,year,biasmo1,hate_crimes,fstate,merge_year,YEAR,Population,hate_crimes_per_100000
15,2002,41,6,20,2000,2000,2687110,0.22328821670865728
15,2002,42,2,20,2000,2000,2687110,0.07442940556955242
15,2003,11,11,20,2000,2000,2687110,0.40936173063253833
15,2003,12,17,20,2000,2000,2687110,0.6326499473411956
15,2003,21,3,20,2000,2000,2687110,0.11164410835432864
15,2003,24,1,20,2000,2000,2687110,0.03721470278477621
15,2003,32,3,20,2000,2000,2687110,0.11164410835432864
15,2003,33,5,20,2000,2000,2687110,0.18607351392388105
15,2003,41,3,20,2000,2000,2687110,0.11164410835432864
15,2003,42,3,20,2000,2000,2687110,0.11164410835432864
15,2003,43,3,20,2000,2000,2687110,0.11164410835432864
15,2004,11,10,20,2000,2000,2687110,0.3721470278477621
15,2004,12,18,20,2000,2000,2687110,0.6698646501259717
15,2004,14,3,20,2000,2000,2687110,0.11164410835432864
15,2004,22,2,20,2000,2000,2687110,0.07442940556955242
15,2004,32,3,20,2000,2000,2687110,0.11164410835432864
15,2004,41,6,20,2000,2000,2687110,0.22328821670865728
15,2004,42,3,20,2000,2000,2687110,0.11164410835432864
15,2004,43,4,20,2000,2000,2687110,0.14885881113910485
15,2005,11,2,20,2000,2000,2687110,0.07442940556955242
15,2005,12,38,20,2000,2000,2687110,1.414158705821496
15,2005,13,1,20,2000,2000,2687110,0.03721470278477621
15,2005,14,2,20,2000,2000,2687110,0.07442940556955242
15,2005,15,3,20,2000,2000,2687110,0.11164410835432864
15,2005,25,1,20,2000,2000,2687110,0.03721470278477621
15,2005,26,1,20,2000,2000,2687110,0.03721470278477621
15,2005,27,1,20,2000,2000,2687110,0.03721470278477621
15,2005,32,5,20,2000,2000,2687110,0.18607351392388105
15,2005,33,9,20,2000,2000,2687110,0.33493232506298587
15,2005,41,3,20,2000,2000,2687110,0.11164410835432864
15,2005,42,2,20,2000,2000,2687110,0.07442940556955242
15,2005,43,3,20,2000,2000,2687110,0.11164410835432864
15,2005,51,1,20,2000,2000,2687110,0.03721470278477621
15,2006,11,12,20,2000,2000,2687110,0.44657643341731457
15,2006,12,47,20,2000,2000,2687110,1.7490910308844818
15,2006,14,1,20,2000,2000,2687110,0.03721470278477621
15,2006,15,5,20,2000,2000,2687110,0.18607351392388105
15,2006,21,2,20,2000,2000,2687110,0.07442940556955242
15,2006,22,1,20,2000,2000,2687110,0.03721470278477621
15,2006,23,1,20,2000,2000,2687110,0.03721470278477621
15,2006,24,1,20,2000,2000,2687110,0.03721470278477621
15,2006,25,1,20,2000,2000,2687110,0.03721470278477621
15,2006,26,6,20,2000,2000,2687110,0.22328821670865728
15,2006,32,17,20,2000,2000,2687110,0.6326499473411956
15,2006,33,3,20,2000,2000,2687110,0.11164410835432864
15,2006,41,6,20,2000,2000,2687110,0.22328821670865728
15,2006,42,1,20,2000,2000,2687110,0.03721470278477621
15,2006,43,5,20,2000,2000,2687110,0.18607351392388105
15,2007,11,11,20,2000,2000,2687110,0.40936173063253833
15,2007,12,46,20,2000,2000,2687110,1.7118763280997056
15,2007,13,1,20,2000,2000,2687110,0.03721470278477621
15,2007,14,1,20,2000,2000,2687110,0.03721470278477621
15,2007,15,4,20,2000,2000,2687110,0.14885881113910485
15,2007,21,1,20,2000,2000,2687110,0.03721470278477621
15,2007,22,1,20,2000,2000,2687110,0.03721470278477621
15,2007,23,1,20,2000,2000,2687110,0.03721470278477621
15,2007,24,3,20,2000,2000,2687110,0.11164410835432864
15,2007,25,3,20,2000,2000,2687110,0.11164410835432864
15,2007,26,4,20,2000,2000,2687110,0.14885881113910485
15,2007,32,10,20,2000,2000,2687110,0.3721470278477621
15,2007,33,5,20,2000,2000,2687110,0.18607351392388105
15,2007,41,10,20,2000,2000,2687110,0.3721470278477621
15,2007,42,1,20,2000,2000,2687110,0.03721470278477621
15,2007,43,8,20,2000,2000,2687110,0.2977176222782097
15,2008,11,16,20,2000,2000,2687110,0.5954352445564194
15,2008,12,50,20,2000,2000,2687110,1.8607351392388105
15,2008,13,1,20,2000,2000,2687110,0.03721470278477621
15,2008,14,2,20,2000,2000,2687110,0.07442940556955242
15,2008,21,5,20,2000,2000,2687110,0.18607351392388105
15,2008,24,4,20,2000,2000,2687110,0.14885881113910485
15,2008,25,1,20,2000,2000,2687110,0.03721470278477621
15,2008,26,1,20,2000,2000,2687110,0.03721470278477621
15,2008,32,7,20,2000,2000,2687110,0.26050291949343346
15,2008,33,4,20,2000,2000,2687110,0.14885881113910485
15,2008,41,12,20,2000,2000,2687110,0.44657643341731457
15,2008,42,1,20,2000,2000,2687110,0.03721470278477621
15,2008,43,6,20,2000,2000,2687110,0.22328821670865728
15,2008,44,1,20,2000,2000,2687110,0.03721470278477621
15,2008,45,2,20,2000,2000,2687110,0.07442940556955242
15,2009,11,10,20,2000,2000,2687110,0.3721470278477621
15,2009,12,47,20,2000,2000,2687110,1.7490910308844818
15,2009,13,1,20,2000,2000,2687110,0.03721470278477621
15,2009,14,2,20,2000,2000,2687110,0.07442940556955242
15,2009,15,3,20,2000,2000,2687110,0.11164410835432864
15,2009,21,10,20,2000,2000,2687110,0.3721470278477621
15,2009,22,1,20,2000,2000,2687110,0.03721470278477621
15,2009,23,3,20,2000,2000,2687110,0.11164410835432864
15,2009,24,1,20,2000,2000,2687110,0.03721470278477621
15,2009,25,2,20,2000,2000,2687110,0.07442940556955242
15,2009,27,1,20,2000,2000,2687110,0.03721470278477621
15,2009,32,12,20,2000,2000,2687110,0.44657643341731457
15,2009,33,8,20,2000,2000,2687110,0.2977176222782097
15,2009,41,8,20,2000,2000,2687110,0.2977176222782097
15,2009,42,2,20,2000,2000,2687110,0.07442940556955242
15,2009,43,8,20,2000,2000,2687110,0.2977176222782097
15,2009,44,2,20,2000,2000,2687110,0.07442940556955242
15,2009,52,1,20,2000,2000,2687110,0.03721470278477621
15,2010,11,1,20,2010,2010,2859169,0.03497519733880718
15,2010,12,28,20,2010,2010,2859169,0.9793055254866011
15,2010,13,1,20,2010,2010,2859169,0.03497519733880718
15,2010,14,2,20,2010,2010,2859169,0.06995039467761437
15,2010,21,1,20,2010,2010,2859169,0.03497519733880718
15,2010,24,1,20,2010,2010,2859169,0.03497519733880718
15,2010,32,5,20,2010,2010,2859169,0.17487598669403592
15,2010,33,3,20,2010,2010,2859169,0.10492559201642156
15,2010,41,7,20,2010,2010,2859169,0.24482638137165028
15,2010,43,8,20,2010,2010,2859169,0.27980157871045747
15,2010,44,1,20,2010,2010,2859169,0.03497519733880718
15,2011,11,6,20,2010,2010,2859169,0.2098511840328431
15,2011,12,27,20,2010,2010,2859169,0.944330328147794
15,2011,14,2,20,2010,2010,2859169,0.06995039467761437
15,2011,15,2,20,2010,2010,2859169,0.06995039467761437
15,2011,21,6,20,2010,2010,2859169,0.2098511840328431
15,2011,24,2,20,2010,2010,2859169,0.06995039467761437
15,2011,25,2,20,2010,2010,2859169,0.06995039467761437
15,2011,32,5,20,2010,2010,2859169,0.17487598669403592
15,2011,33,5,20,2010,2010,2859169,0.17487598669403592
15,2011,41,4,20,2010,2010,2859169,0.13990078935522873
15,2011,42,1,20,2010,2010,2859169,0.03497519733880718
15,2011,43,5,20,2010,2010,2859169,0.17487598669403592
15,2012,11,12,20,2010,2010,2859169,0.4197023680656862
15,2012,12,35,20,2010,2010,2859169,1.2241319068582515
15,2012,13,1,20,2010,2010,2859169,0.03497519733880718
15,2012,14,3,20,2010,2010,2859169,0.10492559201642156
15,2012,15,1,20,2010,2010,2859169,0.03497519733880718
15,2012,21,2,20,2010,2010,2859169,0.06995039467761437
15,2012,22,3,20,2010,2010,2859169,0.10492559201642156
15,2012,24,2,20,2010,2010,2859169,0.06995039467761437
15,2012,32,5,20,2010,2010,2859169,0.17487598669403592
15,2012,33,7,20,2010,2010,2859169,0.24482638137165028
15,2012,41,2,20,2010,2010,2859169,0.06995039467761437
15,2012,43,5,20,2010,2010,2859169,0.17487598669403592
15,2012,45,1,20,2010,2010,2859169,0.03497519733880718
15,2012,51,1,20,2010,2010,2859169,0.03497519733880718
15,2012,52,4,20,2010,2010,2859169,0.13990078935522873
15,2013,11,12,20,2010,2010,2859169,0.4197023680656862
15,2013,12,21,20,2010,2010,2859169,0.7344791441149509
15,2013,13,1,20,2010,2010,2859169,0.03497519733880718
15,2013,14,1,20,2010,2010,2859169,0.03497519733880718
15,2013,15,3,20,2010,2010,2859169,0.10492559201642156
15,2013,21,2,20,2010,2010,2859169,0.06995039467761437
15,2013,22,1,20,2010,2010,2859169,0.03497519733880718
15,2013,23,1,20,2010,2010,2859169,0.03497519733880718
15,2013,24,1,20,2010,2010,2859169,0.03497519733880718
15,2013,25,1,20,2010,2010,2859169,0.03497519733880718
15,2013,32,5,20,2010,2010,2859169,0.17487598669403592
15,2013,41,7,20,2010,2010,2859169,0.24482638137165028
15,2013,43,5,20,2010,2010,2859169,0.17487598669403592
15,2013,44,1,20,2010,2010,2859169,0.03497519733880718
15,2013,51,1,20,2010,2010,2859169,0.03497519733880718
15,2013,52,1,20,2010,2010,2859169,0.03497519733880718
15,2014,11,14,20,2010,2010,2859169,0.48965276274330055
15,2014,12,29,20,2010,2010,2859169,1.0142807228254083
15,2014,21,3,20,2010,2010,2859169,0.10492559201642156
15,2014,23,2,20,2010,2010,2859169,0.06995039467761437
15,2014,24,1,20,2010,2010,2859169,0.03497519733880718
15,2014,25,1,20,2010,2010,2859169,0.03497519733880718
15,2014,26,1,20,2010,2010,2859169,0.03497519733880718
15,2014,32,9,20,2010,2010,2859169,0.3147767760492647
15,2014,33,2,20,2010,2010,2859169,0.06995039467761437
15,2014,41,3,20,2010,2010,2859169,0.10492559201642156
15,2014,43,4,20,2010,2010,2859169,0.13990078935522873
15,2014,44,2,20,2010,2010,2859169,0.06995039467761437
15,2014,45,1,20,2010,2010,2859169,0.03497519733880718
15,2014,52,1,20,2010,2010,2859169,0.03497519733880718
15,2015,11,9,20,2010,2010,2859169,0.3147767760492647
15,2015,12,31,20,2010,2010,2859169,1.0842311175030228
15,2015,14,1,20,2010,2010,2859169,0.03497519733880718
15,2015,15,2,20,2010,2010,2859169,0.06995039467761437
15,2015,21,4,20,2010,2010,2859169,0.13990078935522873
15,2015,22,2,20,2010,2010,2859169,0.06995039467761437
15,2015,24,1,20,2010,2010,2859169,0.03497519733880718
15,2015,25,1,20,2010,2010,2859169,0.03497519733880718
15,2015,32,1,20,2010,2010,2859169,0.03497519733880718
15,2015,33,2,20,2010,2010,2859169,0.06995039467761437
15,2015,41,2,20,2010,2010,2859169,0.06995039467761437
15,2015,42,2,20,2010,2010,2859169,0.06995039467761437
15,2015,43,4,20,2010,2010,2859169,0.13990078935522873
15,2016,11,9,20,2010,2010,2859169,0.3147767760492647
15,2016,12,20,20,2010,2010,2859169,0.6995039467761437
15,2016,13,1,20,2010,2010,2859169,0.03497519733880718
15,2016,15,1,20,2010,2010,2859169,0.03497519733880718
15,2016,21,3,20,2010,2010,2859169,0.10492559201642156
15,2016,22,1,20,2010,2010,2859169,0.03497519733880718
15,2016,24,1,20,2010,2010,2859169,0.03497519733880718
15,2016,32,7,20,2010,2010,2859169,0.24482638137165028
15,2016,33,1,20,2010,2010,2859169,0.03497519733880718
15,2016,41,3,20,2010,2010,2859169,0.10492559201642156
15,2016,42,1,20,2010,2010,2859169,0.03497519733880718
15,2016,43,1,20,2010,2010,2859169,0.03497519733880718
15,2016,51,1,20,2010,2010,2859169,0.03497519733880718
15,2016,52,2,20,2010,2010,2859169,0.06995039467761437
15,2017,11,9,20,2010,2010,2859169,0.3147767760492647
15,2017,12,18,20,2010,2010,2859169,0.6295535520985294
15,2017,13,1,20,2010,2010,2859169,0.03497519733880718
15,2017,14,2,20,2010,2010,2859169,0.06995039467761437
15,2017,15,3,20,2010,2010,2859169,0.10492559201642156
15,2017,21,3,20,2010,2010,2859169,0.10492559201642156
15,2017,22,4,20,2010,2010,2859169,0.13990078935522873
15,2017,23,1,20,2010,2010,2859169,0.03497519733880718
15,2017,24,3,20,2010,2010,2859169,0.10492559201642156
15,2017,25,3,20,2010,2010,2859169,0.10492559201642156
15,2017,26,1,20,2010,2010,2859169,0.03497519733880718
15,2017,27,2,20,2010,2010,2859169,0.06995039467761437
15,2017,32,6,20,2010,2010,2859169,0.2098511840328431
15,2017,33,1,20,2010,2010,2859169,0.03497519733880718
15,2017,41,4,20,2010,2010,2859169,0.13990078935522873
15,2017,42,5,20,2010,2010,2859169,0.17487598669403592
15,2017,43,2,20,2010,2010,2859169,0.06995039467761437
15,2017,51,4,20,2010,2010,2859169,0.13990078935522873
15,2017,52,5,20,2010,2010,2859169,0.17487598669403592
15,2018,11,13,20,2010,2010,2859169,0.4546775654044934
15,2018,12,15,20,2010,2010,2859169,0.5246279600821078
15,2018,14,1,20,2010,2010,2859169,0.03497519733880718
15,2018,21,2,20,2010,2010,2859169,0.06995039467761437
15,2018,24,1,20,2010,2010,2859169,0.03497519733880718
15,2018,25,3,20,2010,2010,2859169,0.10492559201642156
15,2018,26,1,20,2010,2010,2859169,0.03497519733880718
15,2018,32,8,20,2010,2010,2859169,0.27980157871045747
15,2018,33,1,20,2010,2010,2859169,0.03497519733880718
15,2018,41,4,20,2010,2010,2859169,0.13990078935522873
15,2018,42,2,20,2010,2010,2859169,0.06995039467761437
15,2018,43,2,20,2010,2010,2859169,0.06995039467761437
15,2018,51,1,20,2010,2010,2859169,0.03497519733880718
15,2018,52,6,20,2010,2010,2859169,0.2098511840328431
15,2018,81,14,20,2010,2010,2859169,0.48965276274330055
15,2019,11,7,20,2010,2010,2859169,0.24482638137165028
15,2019,12,20,20,2010,2010,2859169,0.6995039467761437
15,2019,13,1,20,2010,2010,2859169,0.03497519733880718
15,2019,22,2,20,2010,2010,2859169,0.06995039467761437
15,2019,25,1,20,2010,2010,2859169,0.03497519733880718
15,2019,32,8,20,2010,2010,2859169,0.27980157871045747
15,2019,33,2,20,2010,2010,2859169,0.06995039467761437
15,2019,41,1,20,2010,2010,2859169,0.03497519733880718
15,2019,42,2,20,2010,2010,2859169,0.06995039467761437
15,2019,43,4,20,2010,2010,2859169,0.13990078935522873
15,2019,51,1,20,2010,2010,2859169,0.03497519733880718
15,2019,52,2,20,2010,2010,2859169,0.06995039467761437
15,2019,61,1,20,2010,2010,2859169,0.03497519733880718
15,2019,71,2,20,2010,2010,2859169,0.06995039467761437
15,2019,81,18,20,2010,2010,2859169,0.6295535520985294
15,2019,84,1,20,2010,2010,2859169,0.03497519733880718
15,2019,85,5,20,2010,2010,2859169,0.17487598669403592
16,1992,11,2,21,1990,1990,3667395,0.05453462198645088
16,1992,12,2,21,1990,1990,3667395,0.05453462198645088
16,1992,13,1,21,1990,1990,3667395,0.02726731099322544
16,1993,11,5,21,1990,1990,3667395,0.13633655496612718
16,1993,12,5,21,1990,1990,3667395,0.13633655496612718
16,1993,32,1,21,1990,1990,3667395,0.02726731099322544
16,1993,41,2,21,1990,1990,3667395,0.05453462198645088
16,1994,12,3,21,1990,1990,3667395,0.0818019329796763
16,1994,14,1,21,1990,1990,3667395,0.02726731099322544
16,1995,11,25,21,1990,1990,3667395,0.6816827748306359
16,1995,12,40,21,1990,1990,3667395,1.0906924397290174
16,1995,14,4,21,1990,1990,3667395,0.10906924397290176
16,1995,15,3,21,1990,1990,3667395,0.0818019329796763
16,1995,21,3,21,1990,1990,3667395,0.0818019329796763
16,1995,22,2,21,1990,1990,3667395,0.05453462198645088
16,1995,41,2,21,1990,1990,3667395,0.05453462198645088
16,1995,43,2,21,1990,1990,3667395,0.05453462198645088
16,1996,11,27,21,1990,1990,3667395,0.7362173968170868
16,1996,12,54,21,1990,1990,3667395,1.4724347936341735
16,1996,14,1,21,1990,1990,3667395,0.02726731099322544
16,1996,15,6,21,1990,1990,3667395,0.1636038659593526
16,1996,22,2,21,1990,1990,3667395,0.05453462198645088
16,1996,23,2,21,1990,1990,3667395,0.05453462198645088
16,1996,25,2,21,1990,1990,3667395,0.05453462198645088
16,1996,26,3,21,1990,1990,3667395,0.0818019329796763
16,1996,32,3,21,1990,1990,3667395,0.0818019329796763
16,1996,33,2,21,1990,1990,3667395,0.05453462198645088
16,1996,41,2,21,1990,1990,3667395,0.05453462198645088
16,1996,42,1,21,1990,1990,3667395,0.02726731099322544
16,1996,43,3,21,1990,1990,3667395,0.0818019329796763
16,1996,44,1,21,1990,1990,3667395,0.02726731099322544
16,1997,11,7,21,1990,1990,3667395,0.19087117695257808
16,1997,12,31,21,1990,1990,3667395,0.8452866407899885
16,1997,15,3,21,1990,1990,3667395,0.0818019329796763
16,1997,21,1,21,1990,1990,3667395,0.02726731099322544
16,1997,32,2,21,1990,1990,3667395,0.05453462198645088
16,1997,33,2,21,1990,1990,3667395,0.05453462198645088
16,1997,41,1,21,1990,1990,3667395,0.02726731099322544
16,1997,45,1,21,1990,1990,3667395,0.02726731099322544
16,1998,11,6,21,1990,1990,3667395,0.1636038659593526
16,1998,12,25,21,1990,1990,3667395,0.6816827748306359
16,1998,14,2,21,1990,1990,3667395,0.05453462198645088
16,1998,24,1,21,1990,1990,3667395,0.02726731099322544
16,1998,32,3,21,1990,1990,3667395,0.0818019329796763
16,1998,41,7,21,1990,1990,3667395,0.19087117695257808
16,1998,43,1,21,1990,1990,3667395,0.02726731099322544
16,1999,11,5,21,1990,1990,3667395,0.13633655496612718
16,1999,12,40,21,1990,1990,3667395,1.0906924397290174
16,1999,15,1,21,1990,1990,3667395,0.02726731099322544
16,1999,21,3,21,1990,1990,3667395,0.0818019329796763
16,1999,22,4,21,1990,1990,3667395,0.10906924397290176
16,1999,23,1,21,1990,1990,3667395,0.02726731099322544
16,1999,25,1,21,1990,1990,3667395,0.02726731099322544
16,1999,32,4,21,1990,1990,3667395,0.10906924397290176
16,1999,33,4,21,1990,1990,3667395,0.10906924397290176
16,1999,41,6,21,1990,1990,3667395,0.1636038659593526
16,1999,43,1,21,1990,1990,3667395,0.02726731099322544
16,1999,45,1,21,1990,1990,3667395,0.02726731099322544
16,2000,11,12,21,2000,2000,4040856,0.29696678129584425
16,2000,12,44,21,2000,2000,4040856,1.0888781980847622
16,2000,21,1,21,2000,2000,4040856,0.024747231774653686
16,2000,25,1,21,2000,2000,4040856,0.024747231774653686
16,2000,32,3,21,2000,2000,4040856,0.07424169532396106
16,2000,33,3,21,2000,2000,4040856,0.07424169532396106
16,2000,41,8,21,2000,2000,4040856,0.1979778541972295
16,2000,42,1,21,2000,2000,4040856,0.024747231774653686
16,2001,11,7,21,2000,2000,4040856,0.1732306224225758
16,2001,12,42,21,2000,2000,4040856,1.0393837345354549
16,2001,14,3,21,2000,2000,4040856,0.07424169532396106
16,2001,15,2,21,2000,2000,4040856,0.04949446354930737
16,2001,21,1,21,2000,2000,4040856,0.024747231774653686
16,2001,23,1,21,2000,2000,4040856,0.024747231774653686
16,2001,24,6,21,2000,2000,4040856,0.14848339064792213
16,2001,25,1,21,2000,2000,4040856,0.024747231774653686
16,2001,32,1,21,2000,2000,4040856,0.024747231774653686
16,2001,33,9,21,2000,2000,4040856,0.2227250859718832
16,2001,41,7,21,2000,2000,4040856,0.1732306224225758
16,2001,42,1,21,2000,2000,4040856,0.024747231774653686
16,2001,43,1,21,2000,2000,4040856,0.024747231774653686
16,2002,11,4,21,2000,2000,4040856,0.09898892709861475
16,2002,12,38,21,2000,2000,4040856,0.9403948074368401
16,2002,14,1,21,2000,2000,4040856,0.024747231774653686
16,2002,15,5,21,2000,2000,4040856,0.12373615887326843
16,2002,23,1,21,2000,2000,4040856,0.024747231774653686
16,2002,24,1,21,2000,2000,4040856,0.024747231774653686
16,2002,32,8,21,2000,2000,4040856,0.1979778541972295
16,2002,33,2,21,2000,2000,4040856,0.04949446354930737
16,2002,41,12,21,2000,2000,4040856,0.29696678129584425
16,2002,42,2,21,2000,2000,4040856,0.04949446354930737
16,2002,43,2,21,2000,2000,4040856,0.04949446354930737
16,2003,11,8,21,2000,2000,4040856,0.1979778541972295
16,2003,12,42,21,2000,2000,4040856,1.0393837345354549
16,2003,13,1,21,2000,2000,4040856,0.024747231774653686
16,2003,14,2,21,2000,2000,4040856,0.04949446354930737
16,2003,15,7,21,2000,2000,4040856,0.1732306224225758
16,2003,22,2,21,2000,2000,4040856,0.04949446354930737
16,2003,27,1,21,2000,2000,4040856,0.024747231774653686
16,2003,32,3,21,2000,2000,4040856,0.07424169532396106
16,2003,33,1,21,2000,2000,4040856,0.024747231774653686
16,2003,41,11,21,2000,2000,4040856,0.27221954952119054
16,2003,43,3,21,2000,2000,4040856,0.07424169532396106
16,2004,11,6,21,2000,2000,4040856,0.14848339064792213
16,2004,12,36,21,2000,2000,4040856,0.8909003438875328
16,2004,13,1,21,2000,2000,4040856,0.024747231774653686
16,2004,14,1,21,2000,2000,4040856,0.024747231774653686
16,2004,21,1,21,2000,2000,4040856,0.024747231774653686
16,2004,22,2,21,2000,2000,4040856,0.04949446354930737
16,2004,24,2,21,2000,2000,4040856,0.04949446354930737
16,2004,25,4,21,2000,2000,4040856,0.09898892709861475
16,2004,32,3,21,2000,2000,4040856,0.07424169532396106
16,2004,33,4,21,2000,2000,4040856,0.09898892709861475
16,2004,41,9,21,2000,2000,4040856,0.2227250859718832
16,2004,43,1,21,2000,2000,4040856,0.024747231774653686
16,2004,45,1,21,2000,2000,4040856,0.024747231774653686
16,2005,11,1,21,2000,2000,4040856,0.024747231774653686
16,2005,12,24,21,2000,2000,4040856,0.5939335625916885
16,2005,14,1,21,2000,2000,4040856,0.024747231774653686
16,2005,15,1,21,2000,2000,4040856,0.024747231774653686
16,2005,21,2,21,2000,2000,4040856,0.04949446354930737
16,2005,32,4,21,2000,2000,4040856,0.09898892709861475
16,2005,33,2,21,2000,2000,4040856,0.04949446354930737
16,2005,41,4,21,2000,2000,4040856,0.09898892709861475
16,2005,42,3,21,2000,2000,4040856,0.07424169532396106
16,2005,44,1,21,2000,2000,4040856,0.024747231774653686
16,2005,51,1,21,2000,2000,4040856,0.024747231774653686
16,2006,11,6,21,2000,2000,4040856,0.14848339064792213
16,2006,12,26,21,2000,2000,4040856,0.6434280261409959
16,2006,13,1,21,2000,2000,4040856,0.024747231774653686
16,2006,14,1,21,2000,2000,4040856,0.024747231774653686
16,2006,15,1,21,2000,2000,4040856,0.024747231774653686
16,2006,21,1,21,2000,2000,4040856,0.024747231774653686
16,2006,22,1,21,2000,2000,4040856,0.024747231774653686
16,2006,23,1,21,2000,2000,4040856,0.024747231774653686
16,2006,24,4,21,2000,2000,4040856,0.09898892709861475
16,2006,26,2,21,2000,2000,4040856,0.04949446354930737
16,2006,32,5,21,2000,2000,4040856,0.12373615887326843
16,2006,33,3,21,2000,2000,4040856,0.07424169532396106
16,2006,41,11,21,2000,2000,4040856,0.27221954952119054
16,2006,43,1,21,2000,2000,4040856,0.024747231774653686
16,2007,12,29,21,2000,2000,4040856,0.7176697214649569
16,2007,15,1,21,2000,2000,4040856,0.024747231774653686
16,2007,21,2,21,2000,2000,4040856,0.04949446354930737
16,2007,23,2,21,2000,2000,4040856,0.04949446354930737
16,2007,24,1,21,2000,2000,4040856,0.024747231774653686
16,2007,25,1,21,2000,2000,4040856,0.024747231774653686
16,2007,32,3,21,2000,2000,4040856,0.07424169532396106
16,2007,41,6,21,2000,2000,4040856,0.14848339064792213
16,2007,42,1,21,2000,2000,4040856,0.024747231774653686
16,2007,44,1,21,2000,2000,4040856,0.024747231774653686
16,2007,45,1,21,2000,2000,4040856,0.024747231774653686
16,2008,11,2,21,2000,2000,4040856,0.04949446354930737
16,2008,12,39,21,2000,2000,4040856,0.9651420392114938
16,2008,14,1,21,2000,2000,4040856,0.024747231774653686
16,2008,15,1,21,2000,2000,4040856,0.024747231774653686
16,2008,21,1,21,2000,2000,4040856,0.024747231774653686
16,2008,22,1,21,2000,2000,4040856,0.024747231774653686
16,2008,25,1,21,2000,2000,4040856,0.024747231774653686
16,2008,26,1,21,2000,2000,4040856,0.024747231774653686
16,2008,32,2,21,2000,2000,4040856,0.04949446354930737
16,2008,33,2,21,2000,2000,4040856,0.04949446354930737
16,2008,41,11,21,2000,2000,4040856,0.27221954952119054
16,2008,42,1,21,2000,2000,4040856,0.024747231774653686
16,2008,43,1,21,2000,2000,4040856,0.024747231774653686
16,2009,11,31,21,2000,2000,4040856,0.7671641850142642
16,2009,12,53,21,2000,2000,4040856,1.3116032840566454
16,2009,13,3,21,2000,2000,4040856,0.07424169532396106
16,2009,14,3,21,2000,2000,4040856,0.07424169532396106
16,2009,15,6,21,2000,2000,4040856,0.14848339064792213
16,2009,21,4,21,2000,2000,4040856,0.09898892709861475
16,2009,24,1,21,2000,2000,4040856,0.024747231774653686
16,2009,25,2,21,2000,2000,4040856,0.04949446354930737
16,2009,26,3,21,2000,2000,4040856,0.07424169532396106
16,2009,27,1,21,2000,2000,4040856,0.024747231774653686
16,2009,32,17,21,2000,2000,4040856,0.4207029401691127
16,2009,33,2,21,2000,2000,4040856,0.04949446354930737
16,2009,41,14,21,2000,2000,4040856,0.3464612448451516
16,2009,42,4,21,2000,2000,4040856,0.09898892709861475
16,2009,43,6,21,2000,2000,4040856,0.14848339064792213
16,2009,51,1,21,2000,2000,4040856,0.024747231774653686
16,2009,52,2,21,2000,2000,4040856,0.04949446354930737
16,2010,11,39,21,2010,2010,4346266,0.8973219770718129
16,2010,12,73,21,2010,2010,4346266,1.6796026750318551
16,2010,13,2,21,2010,2010,4346266,0.04601651164470836
16,2010,14,2,21,2010,2010,4346266,0.04601651164470836
16,2010,15,5,21,2010,2010,4346266,0.1150412791117709
16,2010,21,4,21,2010,2010,4346266,0.09203302328941672
16,2010,22,2,21,2010,2010,4346266,0.04601651164470836
16,2010,23,1,21,2010,2010,4346266,0.02300825582235418
16,2010,24,1,21,2010,2010,4346266,0.02300825582235418
16,2010,25,3,21,2010,2010,4346266,0.06902476746706253
16,2010,26,2,21,2010,2010,4346266,0.04601651164470836
16,2010,32,16,21,2010,2010,4346266,0.3681320931576669
16,2010,33,3,21,2010,2010,4346266,0.06902476746706253
16,2010,41,8,21,2010,2010,4346266,0.18406604657883344
16,2010,42,6,21,2010,2010,4346266,0.13804953493412506
16,2010,43,2,21,2010,2010,4346266,0.04601651164470836
16,2010,45,2,21,2010,2010,4346266,0.04601651164470836
16,2010,51,2,21,2010,2010,4346266,0.04601651164470836
16,2011,11,25,21,2010,2010,4346266,0.5752063955588544
16,2011,12,63,21,2010,2010,4346266,1.4495201168083132
16,2011,14,4,21,2010,2010,4346266,0.09203302328941672
16,2011,15,5,21,2010,2010,4346266,0.1150412791117709
16,2011,21,4,21,2010,2010,4346266,0.09203302328941672
16,2011,22,2,21,2010,2010,4346266,0.04601651164470836
16,2011,23,2,21,2010,2010,4346266,0.04601651164470836
16,2011,24,8,21,2010,2010,4346266,0.18406604657883344
16,2011,25,3,21,2010,2010,4346266,0.06902476746706253
16,2011,32,10,21,2010,2010,4346266,0.2300825582235418
16,2011,33,3,21,2010,2010,4346266,0.06902476746706253
16,2011,41,20,21,2010,2010,4346266,0.4601651164470836
16,2011,42,2,21,2010,2010,4346266,0.04601651164470836
16,2011,43,2,21,2010,2010,4346266,0.04601651164470836
16,2011,44,1,21,2010,2010,4346266,0.02300825582235418
16,2011,51,1,21,2010,2010,4346266,0.02300825582235418
16,2012,11,52,21,2010,2010,4346266,1.1964293027624173
16,2012,12,66,21,2010,2010,4346266,1.5185448842753757
16,2012,13,3,21,2010,2010,4346266,0.06902476746706253
16,2012,14,4,21,2010,2010,4346266,0.09203302328941672
16,2012,15,5,21,2010,2010,4346266,0.1150412791117709
16,2012,21,7,21,2010,2010,4346266,0.16105779075647925
16,2012,22,1,21,2010,2010,4346266,0.02300825582235418
16,2012,24,2,21,2010,2010,4346266,0.04601651164470836
